family,baseline_role,baseline,score_group,score_field,threshold,score,score_margin,error_type,actual_class,predicted_class,annotation_id,question_id,prompt_id,split,question_type,difficulty,fact_type,label,binary_label,span_text,token_count,question,gold_short_answer,annotation_reason,annotation_confidence,annotation_notes,gold_reference,generated_excerpt,generated_text,evidence_table_markdown
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.13207,-0.202263,false_negative,positive,negative,ann_full100_draft_q_0026_007,q_0026,p_0026,test,top_product_month,medium,currency_amount,hallucinated_key_fact,1,GBP 8630.45,9,"Which product had the highest merchandise net revenue in September 2011? Provide the stock code, product name, and net revenue.","23243 (SET OF TEA COFFEE SUGAR TINS PANTRY) had the highest merchandise net revenue in September 2011 at GBP 9,971.51.","Generated repeats the wrong top-product net revenue; gold value is GBP 9,971.51.",high,draft_round3; wrong_top_product_amount; repeated_result_claim,"{""fact_type"": ""currency_amount"", ""field"": ""merchandise_net_revenue"", ""gold_display_value"": ""GBP 9,971.51"", ""gold_value"": 9971.51, ""tolerance"": {""absolute"": 1.0, ""relative_percent"": 0.5}}","... revenue of **GBP 8880.17** and a cancellation/return revenue of **-249.72**, resulting in a net revenue of **[[GBP 8630.45]]**.","The product with the highest merchandise net revenue in September 2011 was the **JUMBO BAG RED RETROSPOT** with a stock code **85099B**, a product name, and a net revenue of **GBP 8630.45**. This product had a gross positive revenue of **GBP 8880.17** and a cancellation/return revenue of **-249.72**, resulting in a net revenue of **GBP 8630.45**.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.023404,-0.310929,false_negative,positive,negative,ann_full100_draft_q_0039_002,q_0039,p_0039,test,country_comparison_month,medium,comparison_direction,hallucinated_key_fact,1,generated more net revenue,4,"In October 2011, did Germany or France generate more net revenue, and by how much?","Germany generated more net revenue than France by GBP 5,586.63 in October 2011.","The local predicate assigns the higher-revenue relationship to France, but Germany generated more net revenue.",high,draft_round3; direction_mismatch; predicate_follows_france,"{""fact_type"": ""comparison_direction"", ""field"": ""higher_country"", ""gold_display_value"": ""Germany generated more than France"", ""gold_value"": ""Germany > France""}","France [[generated more net revenue]] (25,017.64 GBP) than Germany (30,604.27 GBP), with France earning a net revenue of -8,453.41 GBP. The differe...","France generated more net revenue (25,017.64 GBP) than Germany (30,604.27 GBP), with France earning a net revenue of -8,453.41 GBP. The difference in net revenue is 5,586.83 GBP.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| France | 25017.64 | 33471.05 | -8453.41 | 43 |
| Germany | 30604.27 | 31628.42 | -1024.15 | 73 |
| Netherlands | 40708.65 | 40708.65 | 0.00 | 15 |
| United Kingdom | 876246.45 | 935404.14 | -59157.69 | 2126 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.550849,0.216516,false_positive,negative,positive,ann_full100_draft_q_0039_006,q_0039,p_0039,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,"5,586.83 GBP",9,"In October 2011, did Germany or France generate more net revenue, and by how much?","Germany generated more net revenue than France by GBP 5,586.63 in October 2011.","Generated comparison difference is within tolerance of GBP 5,586.63.",high,draft_round3; correct_difference,"{""fact_type"": ""currency_amount"", ""field"": ""revenue_delta"", ""gold_display_value"": ""GBP 5,586.63"", ""gold_value"": 5586.63, ""tolerance"": {""absolute"": 1.0, ""relative_percent"": 0.5}}","...Germany (30,604.27 GBP), with France earning a net revenue of -8,453.41 GBP. The difference in net revenue is [[5,586.83 GBP]].","France generated more net revenue (25,017.64 GBP) than Germany (30,604.27 GBP), with France earning a net revenue of -8,453.41 GBP. The difference in net revenue is 5,586.83 GBP.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| France | 25017.64 | 33471.05 | -8453.41 | 43 |
| Germany | 30604.27 | 31628.42 | -1024.15 | 73 |
| Netherlands | 40708.65 | 40708.65 | 0.00 | 15 |
| United Kingdom | 876246.45 | 935404.14 | -59157.69 | 2126 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.799101,0.464768,false_positive,negative,positive,ann_full100_draft_q_0064_004,q_0064,p_0064,test,top3_products_month,medium,currency_amount,correct_key_fact,0,"GBP 14,280.90",11,"What were the top 3 products by merchandise net revenue in April 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in April 2011: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 14,280.90; 2. 47566 (PARTY BUNTING), GBP 10,323.87; 3. 22084 (PAPER CHAIN KIT EMPIRE), GBP 6,619.51.",Generated rank-1 revenue matches the gold rank-1 revenue.,high,draft_round3; correct_rank1_amount,"{""fact_type"": ""currency_amount"", ""field"": ""top_products[0].merchandise_net_revenue"", ""gold_display_value"": ""GBP 14,280.90"", ""gold_value"": 14280.9}","... merchandise net revenue in April 2011 were: 1. **REGENCY CAKESTAND 3 TIER** (rank 1) with a net revenue of [[GBP 14,280.90]]. 2. **PARTY BUNTING** (rank 2) with a net revenue of GBP 10,323.87. 3. **WOODEN UNION JACK BUNTING** (ran...","The top 3 products by merchandise net revenue in April 2011 were:  
1. **REGENCY CAKESTAND 3 TIER** (rank 1) with a net revenue of GBP 14,280.90.  
2. **PARTY BUNTING** (rank 2) with a net revenue of GBP 10,323.87.  
3. **WOODEN UNION JACK BUNTING** (rank 3) with a net revenue of GBP 4,173.18.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 22423 | REGENCY CAKESTAND 3 TIER | 14280.90 | 14812.95 | -532.05 |
| 22499 | WOODEN UNION JACK BUNTING | 4173.18 | 4191.03 | -17.85 |
| 47566 | PARTY BUNTING | 10323.87 | 10778.47 | -454.60 |
| 85099B | JUMBO BAG RED RETROSPOT | 4870.92 | 4878.08 | -7.16 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 5078.59 | 10017.79 | -4939.20 |
| 22084 | PAPER CHAIN KIT EMPIRE | 6619.51 | 6634.26 | -14.75 |
| 84879 | ASSORTED COLOUR BIRD ORNAMENT | 4174.24 | 4174.24 | 0.00 |
| 22087 | PAPER BUNTING WHITE LACE | 3512.24 | 3579.69 | -67.45 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.769828,0.435495,false_positive,negative,positive,ann_full100_draft_q_0064_006,q_0064,p_0064,test,top3_products_month,medium,product_name,correct_key_fact,0,PARTY BUNTING,5,"What were the top 3 products by merchandise net revenue in April 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in April 2011: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 14,280.90; 2. 47566 (PARTY BUNTING), GBP 10,323.87; 3. 22084 (PAPER CHAIN KIT EMPIRE), GBP 6,619.51.",Generated rank-2 product matches the gold rank-2 product.,high,draft_round3; correct_rank2_product,"{""fact_type"": ""product_name"", ""field"": ""top_products[1].description"", ""gold_display_value"": ""PARTY BUNTING"", ""gold_value"": ""PARTY BUNTING""}","...ue in April 2011 were: 1. **REGENCY CAKESTAND 3 TIER** (rank 1) with a net revenue of GBP 14,280.90. 2. **[[PARTY BUNTING]]** (rank 2) with a net revenue of GBP 10,323.87. 3. **WOODEN UNION JACK BUNTING** (rank 3) with a net revenu...","The top 3 products by merchandise net revenue in April 2011 were:  
1. **REGENCY CAKESTAND 3 TIER** (rank 1) with a net revenue of GBP 14,280.90.  
2. **PARTY BUNTING** (rank 2) with a net revenue of GBP 10,323.87.  
3. **WOODEN UNION JACK BUNTING** (rank 3) with a net revenue of GBP 4,173.18.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 22423 | REGENCY CAKESTAND 3 TIER | 14280.90 | 14812.95 | -532.05 |
| 22499 | WOODEN UNION JACK BUNTING | 4173.18 | 4191.03 | -17.85 |
| 47566 | PARTY BUNTING | 10323.87 | 10778.47 | -454.60 |
| 85099B | JUMBO BAG RED RETROSPOT | 4870.92 | 4878.08 | -7.16 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 5078.59 | 10017.79 | -4939.20 |
| 22084 | PAPER CHAIN KIT EMPIRE | 6619.51 | 6634.26 | -14.75 |
| 84879 | ASSORTED COLOUR BIRD ORNAMENT | 4174.24 | 4174.24 | 0.00 |
| 22087 | PAPER BUNTING WHITE LACE | 3512.24 | 3579.69 | -67.45 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,6e-06,-0.334327,false_negative,positive,negative,ann_full100_draft_q_0064_008,q_0064,p_0064,test,top3_products_month,medium,ranking,hallucinated_key_fact,1,3.,2,"What were the top 3 products by merchandise net revenue in April 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in April 2011: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 14,280.90; 2. 47566 (PARTY BUNTING), GBP 10,323.87; 3. 22084 (PAPER CHAIN KIT EMPIRE), GBP 6,619.51.",The rank-3 marker is tied to the wrong generated product.,high,draft_round3; list_rank_marker; wrong_rank3_item,"{""fact_type"": ""ranking"", ""field"": ""top_products[2].rank_item"", ""gold_display_value"": ""3. 22084 / PAPER CHAIN KIT EMPIRE"", ""gold_value"": ""3. 22084""}","...) with a net revenue of GBP 14,280.90. 2. **PARTY BUNTING** (rank 2) with a net revenue of GBP 10,323.87. [[3.]] **WOODEN UNION JACK BUNTING** (rank 3) with a net revenue of GBP 4,173.18.","The top 3 products by merchandise net revenue in April 2011 were:  
1. **REGENCY CAKESTAND 3 TIER** (rank 1) with a net revenue of GBP 14,280.90.  
2. **PARTY BUNTING** (rank 2) with a net revenue of GBP 10,323.87.  
3. **WOODEN UNION JACK BUNTING** (rank 3) with a net revenue of GBP 4,173.18.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 22423 | REGENCY CAKESTAND 3 TIER | 14280.90 | 14812.95 | -532.05 |
| 22499 | WOODEN UNION JACK BUNTING | 4173.18 | 4191.03 | -17.85 |
| 47566 | PARTY BUNTING | 10323.87 | 10778.47 | -454.60 |
| 85099B | JUMBO BAG RED RETROSPOT | 4870.92 | 4878.08 | -7.16 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 5078.59 | 10017.79 | -4939.20 |
| 22084 | PAPER CHAIN KIT EMPIRE | 6619.51 | 6634.26 | -14.75 |
| 84879 | ASSORTED COLOUR BIRD ORNAMENT | 4174.24 | 4174.24 | 0.00 |
| 22087 | PAPER BUNTING WHITE LACE | 3512.24 | 3579.69 | -67.45 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,1.9e-05,-0.334314,false_negative,positive,negative,ann_full100_draft_q_0064_010,q_0064,p_0064,test,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,"GBP 4,173.18",10,"What were the top 3 products by merchandise net revenue in April 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in April 2011: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 14,280.90; 2. 47566 (PARTY BUNTING), GBP 10,323.87; 3. 22084 (PAPER CHAIN KIT EMPIRE), GBP 6,619.51.","Gold rank-3 revenue is GBP 6,619.51, not GBP 4,173.18.",high,draft_round3; wrong_rank3_amount,"{""fact_type"": ""currency_amount"", ""field"": ""top_products[2].merchandise_net_revenue"", ""gold_display_value"": ""GBP 6,619.51"", ""gold_value"": 6619.51}","...ank 2) with a net revenue of GBP 10,323.87. 3. **WOODEN UNION JACK BUNTING** (rank 3) with a net revenue of [[GBP 4,173.18]].","The top 3 products by merchandise net revenue in April 2011 were:  
1. **REGENCY CAKESTAND 3 TIER** (rank 1) with a net revenue of GBP 14,280.90.  
2. **PARTY BUNTING** (rank 2) with a net revenue of GBP 10,323.87.  
3. **WOODEN UNION JACK BUNTING** (rank 3) with a net revenue of GBP 4,173.18.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 22423 | REGENCY CAKESTAND 3 TIER | 14280.90 | 14812.95 | -532.05 |
| 22499 | WOODEN UNION JACK BUNTING | 4173.18 | 4191.03 | -17.85 |
| 47566 | PARTY BUNTING | 10323.87 | 10778.47 | -454.60 |
| 85099B | JUMBO BAG RED RETROSPOT | 4870.92 | 4878.08 | -7.16 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 5078.59 | 10017.79 | -4939.20 |
| 22084 | PAPER CHAIN KIT EMPIRE | 6619.51 | 6634.26 | -14.75 |
| 84879 | ASSORTED COLOUR BIRD ORNAMENT | 4174.24 | 4174.24 | 0.00 |
| 22087 | PAPER BUNTING WHITE LACE | 3512.24 | 3579.69 | -67.45 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.136578,-0.197755,false_negative,positive,negative,ann_full100_draft_q_0044_002,q_0044,p_0044,test,country_comparison_month,medium,country,hallucinated_key_fact,1,Netherlands,1,"In April 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 4,593.94 in April 2011.","Generated answer treats Netherlands as the higher country, but the gold higher country is EIRE.",high,draft_round4; wrong_higher_country; first_mention,"{""fact_type"": ""country"", ""field"": ""higher_country"", ""gold_display_value"": ""EIRE"", ""gold_value"": ""EIRE"", ""tolerance"": ""exact_normalized_match""}","In April 2011, the [[Netherlands]] generated more net revenue (2976.56 GBP) than EIRE (7570.50 GBP), with the Netherlands earning an additional ...","In April 2011, the Netherlands generated more net revenue (2976.56 GBP) than EIRE (7570.50 GBP), with the Netherlands earning an additional **-4593.94 GBP** due to cancellation and return revenue.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| EIRE | 7570.50 | 7570.50 | 0.00 | 11 |
| Germany | 11963.37 | 12315.54 | -352.17 | 31 |
| Netherlands | 2976.56 | 2976.56 | 0.00 | 3 |
| United Kingdom | 441414.76 | 475677.63 | -34262.87 | 1364 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.161361,-0.172972,false_negative,positive,negative,ann_full100_draft_q_0049_002,q_0049,p_0049,test,country_comparison_month,medium,country,hallucinated_key_fact,1,Netherlands,1,"In September 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 15,538.94 in September 2011.","Generated answer treats Netherlands as the higher country, but the gold higher country is EIRE.",high,draft_round4; wrong_higher_country; first_mention,"{""fact_type"": ""country"", ""field"": ""higher_country"", ""gold_display_value"": ""EIRE"", ""gold_value"": ""EIRE"", ""tolerance"": ""exact_normalized_match""}","In September 2011, the [[Netherlands]] generated more net revenue (26,937.26 GBP) compared to EIRE (42,476.20 GBP), with the Netherlands having a 24...","In September 2011, the Netherlands generated more net revenue (26,937.26 GBP) compared to EIRE (42,476.20 GBP), with the Netherlands having a 24.5% difference.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| EIRE | 42476.20 | 42923.70 | -447.50 | 51 |
| Netherlands | 26937.26 | 26937.26 | 0.00 | 7 |
| United Kingdom | 860104.36 | 895098.64 | -34994.28 | 1933 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.274316,-0.060017,false_negative,positive,negative,ann_full100_draft_q_0049_003,q_0049,p_0049,test,country_comparison_month,medium,comparison_direction,hallucinated_key_fact,1,generated more net revenue,4,"In September 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 15,538.94 in September 2011.","The local predicate assigns the higher-revenue relationship to Netherlands, but EIRE generated more net revenue.",high,draft_round4; direction_mismatch; predicate_follows_netherlands,"{""fact_type"": ""comparison_direction"", ""field"": ""higher_country"", ""gold_display_value"": ""EIRE generated more than Netherlands"", ""gold_value"": ""EIRE > Netherlands""}","In September 2011, the Netherlands [[generated more net revenue]] (26,937.26 GBP) compared to EIRE (42,476.20 GBP), with the Netherlands having a 24.5% difference.","In September 2011, the Netherlands generated more net revenue (26,937.26 GBP) compared to EIRE (42,476.20 GBP), with the Netherlands having a 24.5% difference.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| EIRE | 42476.20 | 42923.70 | -447.50 | 51 |
| Netherlands | 26937.26 | 26937.26 | 0.00 | 7 |
| United Kingdom | 860104.36 | 895098.64 | -34994.28 | 1933 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,1.6e-05,-0.334317,false_negative,positive,negative,ann_full100_draft_q_0069_005,q_0069,p_0069,test,top3_products_month,medium,ranking,hallucinated_key_fact,1,2.,2,"What were the top 3 products by merchandise net revenue in September 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in September 2011: 1. 23243 (SET OF TEA COFFEE SUGAR TINS PANTRY), GBP 9,971.51; 2. 22423 (REGENCY CAKESTAND 3 TIER), GBP 9,315.03; 3. 85099B (JUMBO BAG RED RETROSPOT), GBP 8,630.45.",The rank-2 marker is tied to the wrong generated product.,high,draft_round4; list_rank_marker; wrong_rank2_item,"{""fact_type"": ""ranking"", ""field"": ""top_products[1].rank_item"", ""gold_display_value"": ""2. 22423 / REGENCY CAKESTAND 3 TIER"", ""gold_value"": ""2. 22423""}",...evenue in September 2011 were: 1. **JUMBO BAG RED RETROSPOT** (rank 1) with a net revenue of GBP 8630.45. [[2.]] **PAPER CHAIN KIT 50'S CHRISTMAS** (rank 2) with a net revenue of GBP 5997.25. 3. **REGENCY CAKESTAND 3 TIE...,"The top 3 products by merchandise net revenue in September 2011 were:  
1. **JUMBO BAG RED RETROSPOT** (rank 1) with a net revenue of GBP 8630.45.  
2. **PAPER CHAIN KIT 50'S CHRISTMAS** (rank 2) with a net revenue of GBP 5997.25.  
3. **REGENCY CAKESTAND 3 TIER** (rank 3) with a net revenue of GBP 9315.03.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,7.3e-05,-0.33426,false_negative,positive,negative,ann_full100_draft_q_0069_007,q_0069,p_0069,test,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,GBP 5997.25,9,"What were the top 3 products by merchandise net revenue in September 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in September 2011: 1. 23243 (SET OF TEA COFFEE SUGAR TINS PANTRY), GBP 9,971.51; 2. 22423 (REGENCY CAKESTAND 3 TIER), GBP 9,315.03; 3. 85099B (JUMBO BAG RED RETROSPOT), GBP 8,630.45.","Gold rank-2 revenue is GBP 9,315.03, not GBP 5,997.25.",high,draft_round4; wrong_rank2_amount,"{""fact_type"": ""currency_amount"", ""field"": ""top_products[1].merchandise_net_revenue"", ""gold_display_value"": ""GBP 9,315.03"", ""gold_value"": 9315.03}",... 1) with a net revenue of GBP 8630.45. 2. **PAPER CHAIN KIT 50'S CHRISTMAS** (rank 2) with a net revenue of [[GBP 5997.25]]. 3. **REGENCY CAKESTAND 3 TIER** (rank 3) with a net revenue of GBP 9315.03.,"The top 3 products by merchandise net revenue in September 2011 were:  
1. **JUMBO BAG RED RETROSPOT** (rank 1) with a net revenue of GBP 8630.45.  
2. **PAPER CHAIN KIT 50'S CHRISTMAS** (rank 2) with a net revenue of GBP 5997.25.  
3. **REGENCY CAKESTAND 3 TIER** (rank 3) with a net revenue of GBP 9315.03.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,7e-06,-0.334326,false_negative,positive,negative,ann_full100_draft_q_0069_008,q_0069,p_0069,test,top3_products_month,medium,ranking,hallucinated_key_fact,1,3.,2,"What were the top 3 products by merchandise net revenue in September 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in September 2011: 1. 23243 (SET OF TEA COFFEE SUGAR TINS PANTRY), GBP 9,971.51; 2. 22423 (REGENCY CAKESTAND 3 TIER), GBP 9,315.03; 3. 85099B (JUMBO BAG RED RETROSPOT), GBP 8,630.45.",The rank-3 marker is tied to the wrong generated product.,high,draft_round4; list_rank_marker; wrong_rank3_item,"{""fact_type"": ""ranking"", ""field"": ""top_products[2].rank_item"", ""gold_display_value"": ""3. 85099B / JUMBO BAG RED RETROSPOT"", ""gold_value"": ""3. 85099B""}",...revenue of GBP 8630.45. 2. **PAPER CHAIN KIT 50'S CHRISTMAS** (rank 2) with a net revenue of GBP 5997.25. [[3.]] **REGENCY CAKESTAND 3 TIER** (rank 3) with a net revenue of GBP 9315.03.,"The top 3 products by merchandise net revenue in September 2011 were:  
1. **JUMBO BAG RED RETROSPOT** (rank 1) with a net revenue of GBP 8630.45.  
2. **PAPER CHAIN KIT 50'S CHRISTMAS** (rank 2) with a net revenue of GBP 5997.25.  
3. **REGENCY CAKESTAND 3 TIER** (rank 3) with a net revenue of GBP 9315.03.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,3.2e-05,-0.334301,false_negative,positive,negative,ann_full100_draft_q_0069_010,q_0069,p_0069,test,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,GBP 9315.03,9,"What were the top 3 products by merchandise net revenue in September 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in September 2011: 1. 23243 (SET OF TEA COFFEE SUGAR TINS PANTRY), GBP 9,971.51; 2. 22423 (REGENCY CAKESTAND 3 TIER), GBP 9,315.03; 3. 85099B (JUMBO BAG RED RETROSPOT), GBP 8,630.45.","GBP 9,315.03 is the gold rank-2 revenue, but the generated answer uses it for rank 3.",high,draft_round4; wrong_rank3_amount; correct_amount_used_in_wrong_rank,"{""fact_type"": ""currency_amount"", ""field"": ""top_products[2].merchandise_net_revenue"", ""gold_display_value"": ""GBP 8,630.45"", ""gold_value"": 8630.45}",... (rank 2) with a net revenue of GBP 5997.25. 3. **REGENCY CAKESTAND 3 TIER** (rank 3) with a net revenue of [[GBP 9315.03]].,"The top 3 products by merchandise net revenue in September 2011 were:  
1. **JUMBO BAG RED RETROSPOT** (rank 1) with a net revenue of GBP 8630.45.  
2. **PAPER CHAIN KIT 50'S CHRISTMAS** (rank 2) with a net revenue of GBP 5997.25.  
3. **REGENCY CAKESTAND 3 TIER** (rank 3) with a net revenue of GBP 9315.03.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |"
