arm,annotation_id,question_id,split,question_type,fact_type,binary_label,evidence_cluster,period_component,mean_token_nll,mean_token_entropy,max_token_entropy,one_minus_mean_top2_margin,one_minus_min_top2_margin,mean_spilled_energy_abs_delta,max_spilled_energy_abs_delta,mean_spilled_energy_delta,negative_mean_spilled_energy_delta,mean_spilled_probability_mass_after_top1,mean_spilled_probability_mass_after_top2,max_selected_step_energy_gap,all_positive,all_negative,dev_fact_type_prior
stored_six_decimal_scores,ann_full100_draft_q_0063_005,q_0063,dev,top3_products_month,currency_amount,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,0.134355,0.233852,1.192655,0.182481,0.814814,3.399326,5.750031,0.002198,-0.002198,0.103308,0.024136,0.628157,1.0,0.0,0.575
stored_six_decimal_scores,ann_full100_draft_q_0063_006,q_0063,dev,top3_products_month,ranking,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,1.2e-05,0.000168,0.000326,1.7e-05,3.29999999999e-05,1.562481,2.249962,-1.562481,1.562481,1.2e-05,8e-06,2.3e-05,1.0,0.0,1.0
stored_six_decimal_scores,ann_full100_draft_q_0063_007,q_0063,dev,top3_products_month,product_name,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,0.055602,0.081866,0.824189,0.082203,0.878404,3.36249,7.737116,0.501212,-0.501212,0.042133,0.002063,0.598364,1.0,0.0,1.0
stored_six_decimal_scores,ann_full100_draft_q_0063_008,q_0063,dev,top3_products_month,product_stock_code,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,6.9e-05,0.000637,0.003111,0.000137,0.000677,3.374645,7.623569,-1.174645,1.174645,6.9e-05,2e-06,0.000341,1.0,0.0,0.8
stored_six_decimal_scores,ann_full100_draft_q_0063_009,q_0063,dev,top3_products_month,currency_amount,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,3.3e-05,0.000359,0.002057,5.99999999999e-05,0.000383,2.722179,4.874811,-0.361064,0.361064,3.3e-05,6e-06,0.000204,1.0,0.0,0.575
stored_six_decimal_scores,ann_full100_draft_q_0063_010,q_0063,dev,top3_products_month,ranking,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,2e-06,3.1e-05,4.3e-05,1.99999999995e-06,4e-06,2.25001,4.25,-1.99999,1.99999,2e-06,1e-06,4e-06,1.0,0.0,1.0
stored_six_decimal_scores,ann_full100_draft_q_0063_011,q_0063,dev,top3_products_month,product_name,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,0.12674,0.104671,0.818009,0.09603,0.764119,1.750085,5.250027,0.59403,-0.59403,0.050344,0.004658,1.011677,1.0,0.0,1.0
stored_six_decimal_scores,ann_full100_draft_q_0063_012,q_0063,dev,top3_products_month,product_stock_code,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,5e-06,6.1e-05,0.00026,9.99999999995e-06,4.3e-05,3.64982,5.7491,-1.44982,1.44982,5e-06,0.0,2.3e-05,1.0,0.0,0.8
stored_six_decimal_scores,ann_full100_draft_q_0063_013,q_0063,dev,top3_products_month,currency_amount,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,7e-06,8.8e-05,0.000313,1.1e-05,4.4e-05,3.679947,7.869497,-1.124383,1.124383,7e-06,2e-06,2.7e-05,1.0,0.0,0.575
stored_six_decimal_scores,ann_full100_draft_q_0063_014,q_0063,dev,top3_products_month,unsupported_business_claim,1,42e37802da02bfae327eacfaba33de48c96e072c5a89fc6af81b80bd847c698d,period_component_03,0.51127,0.963248,2.108642,0.453629,0.961864,4.067078,10.601341,0.47199,-0.47199,0.299002,0.144375,1.250324,1.0,0.0,1.0
stored_six_decimal_scores,ann_full100_draft_q_0077_001,q_0077,test,product_revenue_share_month,month,0,273a6c83ec02ebc1c6e8262c5625208a60c4e5f89ec9b4ae43c001b1274b1455,period_component_01,1.8e-05,0.000228,0.001254,2.4e-05,0.000134,4.77861,12.421659,-1.195275,1.195275,1.8e-05,1.3e-05,0.000103,1.0,0.0,0.0
stored_six_decimal_scores,ann_full100_draft_q_0077_002,q_0077,test,product_revenue_share_month,product_name,1,273a6c83ec02ebc1c6e8262c5625208a60c4e5f89ec9b4ae43c001b1274b1455,period_component_01,0.057335,0.173535,1.709306,0.060091,0.596784,2.87301,5.750185,0.427069,-0.427069,0.043752,0.027412,0.570713,1.0,0.0,1.0
stored_six_decimal_scores,ann_full100_draft_q_0077_003,q_0077,test,product_revenue_share_month,percentage,1,273a6c83ec02ebc1c6e8262c5625208a60c4e5f89ec9b4ae43c001b1274b1455,period_component_01,0.956325,1.406269,2.278525,0.507264,0.957391,3.373231,8.027103,1.644559,-1.644559,0.413451,0.319638,2.558208,1.0,0.0,0.8333333333333334
stored_six_decimal_scores,ann_full100_draft_q_0077_004,q_0077,test,product_revenue_share_month,currency_amount,1,273a6c83ec02ebc1c6e8262c5625208a60c4e5f89ec9b4ae43c001b1274b1455,period_component_01,0.08612,0.111142,0.748338,0.115724,0.937988,3.518008,6.124731,0.278041,-0.278041,0.058198,0.000672,0.764135,1.0,0.0,0.575
stored_six_decimal_scores,ann_full100_draft_q_0077_005,q_0077,test,product_revenue_share_month,currency_amount,0,273a6c83ec02ebc1c6e8262c5625208a60c4e5f89ec9b4ae43c001b1274b1455,period_component_01,3.9e-05,0.00044,0.002092,6.6e-05,0.000303,2.22165,7.284986,-0.659142,0.659142,3.9e-05,1.2e-05,0.000195,1.0,0.0,0.575
stored_six_decimal_scores,ann_full100_draft_q_0077_006,q_0077,test,product_revenue_share_month,percentage,1,273a6c83ec02ebc1c6e8262c5625208a60c4e5f89ec9b4ae43c001b1274b1455,period_component_01,0.022196,0.099595,0.270201,0.037904,0.135446,0.88206,2.750019,0.513245,-0.513245,0.021565,0.005226,0.070345,1.0,0.0,0.8333333333333334
stored_six_decimal_scores,ann_full100_draft_q_0093_001,q_0093,test,return_impact_month,month,0,204686b66a0af30e7d28c2297edfa360dd40709c75754738953b9f12f4b19bbc,period_component_01,0.000253,0.002064,0.012372,0.000474,0.002841,3.791666,7.874996,0.166667,-0.166667,0.000253,3.2e-05,0.001518,1.0,0.0,0.0
stored_six_decimal_scores,ann_full100_draft_q_0093_002,q_0093,test,return_impact_month,currency_amount,0,204686b66a0af30e7d28c2297edfa360dd40709c75754738953b9f12f4b19bbc,period_component_01,0.260367,0.350166,2.147708,0.173492,0.910483,4.239864,9.375019,0.38561,-0.38561,0.124683,0.075874,1.320902,1.0,0.0,0.575
stored_six_decimal_scores,ann_full100_draft_q_0093_003,q_0093,test,return_impact_month,currency_amount,1,204686b66a0af30e7d28c2297edfa360dd40709c75754738953b9f12f4b19bbc,period_component_01,0.119515,0.218738,0.765919,0.180487,1.0,3.553642,10.875954,0.274692,-0.274692,0.094507,0.008526,0.703983,1.0,0.0,0.575
stored_six_decimal_scores,ann_full100_draft_q_0015_001,q_0015,test,top_country_month,month,0,a0a8b0293ef3e8786b9ae03ba452433ac5587d2f36cb8677fcc1b5b3bb285c02,period_component_02,7e-06,9.7e-05,0.000495,9.00000000004e-06,4.4e-05,3.170638,7.77383,-0.587304,0.587304,7e-06,5e-06,3.6e-05,1.0,0.0,0.0
stored_six_decimal_scores,ann_full100_draft_q_0015_002,q_0015,test,top_country_month,country,0,a0a8b0293ef3e8786b9ae03ba452433ac5587d2f36cb8677fcc1b5b3bb285c02,period_component_02,0.083277,0.231769,0.462862,0.150299,0.300495,4.565615,5.375057,0.809443,-0.809443,0.076716,0.003132,0.166496,1.0,0.0,0.7142857142857143
stored_six_decimal_scores,ann_full100_draft_q_0015_003,q_0015,test,top_country_month,currency_amount,1,a0a8b0293ef3e8786b9ae03ba452433ac5587d2f36cb8677fcc1b5b3bb285c02,period_component_02,0.179652,0.303162,1.344978,0.204409,0.955655,1.817695,4.37505,0.123154,-0.123154,0.122499,0.040588,1.099466,1.0,0.0,0.575
stored_six_decimal_scores,ann_full100_draft_q_0021_001,q_0021,test,top_product_month,month,0,ac994160af059ea0bf876f4fb569028d04c06671c6bef2c108745fe48ae0eb8d,period_component_01,1.2e-05,0.000157,0.000858,1.6e-05,8.9e-05,3.143584,7.861506,-0.56025,0.56025,1.2e-05,8e-06,6.7e-05,1.0,0.0,0.0
