question_id,split,question_type,scenario,answer_changed,numeric_changed,entity_rank_or_direction_changed,interpretation_changed,changed_fields,historical_gold,scenario_answer
q_0017,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2010-12"", ""month_label"": ""December 2010"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 26722.16, ""currency"": ""GBP""}","{""year_month"": ""2010-12"", ""month_label"": ""December 2010"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 26722.16, ""currency"": ""GBP""}"
q_0018,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-01"", ""month_label"": ""January 2011"", ""stock_code"": ""85123A"", ""description"": ""WHITE HANGING HEART T-LIGHT HOLDER"", ""merchandise_net_revenue"": 15174.26, ""currency"": ""GBP""}","{""year_month"": ""2011-01"", ""month_label"": ""January 2011"", ""stock_code"": ""85123A"", ""description"": ""WHITE HANGING HEART T-LIGHT HOLDER"", ""merchandise_net_revenue"": 15174.26, ""currency"": ""GBP""}"
q_0019,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-02"", ""month_label"": ""February 2011"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 10491.54, ""currency"": ""GBP""}","{""year_month"": ""2011-02"", ""month_label"": ""February 2011"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 10491.54, ""currency"": ""GBP""}"
q_0020,dev,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-03"", ""month_label"": ""March 2011"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 16817.85, ""currency"": ""GBP""}","{""year_month"": ""2011-03"", ""month_label"": ""March 2011"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 16817.85, ""currency"": ""GBP""}"
q_0021,test,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-04"", ""month_label"": ""April 2011"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 14280.9, ""currency"": ""GBP""}","{""year_month"": ""2011-04"", ""month_label"": ""April 2011"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 14280.9, ""currency"": ""GBP""}"
q_0022,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-05"", ""month_label"": ""May 2011"", ""stock_code"": ""47566"", ""description"": ""PARTY BUNTING"", ""merchandise_net_revenue"": 19093.3, ""currency"": ""GBP""}","{""year_month"": ""2011-05"", ""month_label"": ""May 2011"", ""stock_code"": ""47566"", ""description"": ""PARTY BUNTING"", ""merchandise_net_revenue"": 19093.3, ""currency"": ""GBP""}"
q_0023,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-06"", ""month_label"": ""June 2011"", ""stock_code"": ""22502"", ""description"": ""PICNIC BASKET WICKER 60 PIECES"", ""merchandise_net_revenue"": 39619.5, ""currency"": ""GBP""}","{""year_month"": ""2011-06"", ""month_label"": ""June 2011"", ""stock_code"": ""22502"", ""description"": ""PICNIC BASKET WICKER 60 PIECES"", ""merchandise_net_revenue"": 39619.5, ""currency"": ""GBP""}"
q_0024,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-07"", ""month_label"": ""July 2011"", ""stock_code"": ""47566"", ""description"": ""PARTY BUNTING"", ""merchandise_net_revenue"": 14576.5, ""currency"": ""GBP""}","{""year_month"": ""2011-07"", ""month_label"": ""July 2011"", ""stock_code"": ""47566"", ""description"": ""PARTY BUNTING"", ""merchandise_net_revenue"": 14576.5, ""currency"": ""GBP""}"
q_0025,dev,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-08"", ""month_label"": ""August 2011"", ""stock_code"": ""85099B"", ""description"": ""JUMBO BAG RED RETROSPOT"", ""merchandise_net_revenue"": 10441.77, ""currency"": ""GBP""}","{""year_month"": ""2011-08"", ""month_label"": ""August 2011"", ""stock_code"": ""85099B"", ""description"": ""JUMBO BAG RED RETROSPOT"", ""merchandise_net_revenue"": 10441.77, ""currency"": ""GBP""}"
q_0026,test,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-09"", ""month_label"": ""September 2011"", ""stock_code"": ""23243"", ""description"": ""SET OF TEA COFFEE SUGAR TINS PANTRY"", ""merchandise_net_revenue"": 9971.51, ""currency"": ""GBP""}","{""year_month"": ""2011-09"", ""month_label"": ""September 2011"", ""stock_code"": ""23243"", ""description"": ""SET OF TEA COFFEE SUGAR TINS PANTRY"", ""merchandise_net_revenue"": 9971.51, ""currency"": ""GBP""}"
q_0027,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-10"", ""month_label"": ""October 2011"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 12635.34, ""currency"": ""GBP""}","{""year_month"": ""2011-10"", ""month_label"": ""October 2011"", ""stock_code"": ""22423"", ""description"": ""REGENCY CAKESTAND 3 TIER"", ""merchandise_net_revenue"": 12635.34, ""currency"": ""GBP""}"
q_0028,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-11"", ""month_label"": ""November 2011"", ""stock_code"": ""23084"", ""description"": ""RABBIT NIGHT LIGHT"", ""merchandise_net_revenue"": 34343.77, ""currency"": ""GBP""}","{""year_month"": ""2011-11"", ""month_label"": ""November 2011"", ""stock_code"": ""23084"", ""description"": ""RABBIT NIGHT LIGHT"", ""merchandise_net_revenue"": 34343.77, ""currency"": ""GBP""}"
q_0029,train,top_product_month,wording_only,False,False,False,False,[],"{""year_month"": ""2011-12"", ""month_label"": ""December 2011"", ""stock_code"": ""23084"", ""description"": ""RABBIT NIGHT LIGHT"", ""merchandise_net_revenue"": 9603.45, ""currency"": ""GBP""}","{""year_month"": ""2011-12"", ""month_label"": ""December 2011"", ""stock_code"": ""23084"", ""description"": ""RABBIT NIGHT LIGHT"", ""merchandise_net_revenue"": 9603.45, ""currency"": ""GBP""}"
q_0030,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-01"", ""month_label"": ""January 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 16421.43, ""country_b_net_revenue"": 17503.07, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 1081.64, ""currency"": ""GBP""}","{""year_month"": ""2011-01"", ""month_label"": ""January 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 16421.43, ""country_b_net_revenue"": 17503.07, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 1081.64, ""currency"": ""GBP""}"
q_0031,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-02"", ""month_label"": ""February 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 8969.24, ""country_b_net_revenue"": 8438.91, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 530.33, ""currency"": ""GBP""}","{""year_month"": ""2011-02"", ""month_label"": ""February 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 8969.24, ""country_b_net_revenue"": 8438.91, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 530.33, ""currency"": ""GBP""}"
q_0032,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-03"", ""month_label"": ""March 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 14170.02, ""country_b_net_revenue"": 14512.3, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 342.28, ""currency"": ""GBP""}","{""year_month"": ""2011-03"", ""month_label"": ""March 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 14170.02, ""country_b_net_revenue"": 14512.3, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 342.28, ""currency"": ""GBP""}"
q_0033,dev,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-04"", ""month_label"": ""April 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 11963.37, ""country_b_net_revenue"": 4195.21, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 7768.16, ""currency"": ""GBP""}","{""year_month"": ""2011-04"", ""month_label"": ""April 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 11963.37, ""country_b_net_revenue"": 4195.21, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 7768.16, ""currency"": ""GBP""}"
q_0034,test,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-05"", ""month_label"": ""May 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 25554.85, ""country_b_net_revenue"": 17518.68, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 8036.17, ""currency"": ""GBP""}","{""year_month"": ""2011-05"", ""month_label"": ""May 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 25554.85, ""country_b_net_revenue"": 17518.68, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 8036.17, ""currency"": ""GBP""}"
q_0035,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-06"", ""month_label"": ""June 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 13053.27, ""country_b_net_revenue"": 15991.87, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 2938.6, ""currency"": ""GBP""}","{""year_month"": ""2011-06"", ""month_label"": ""June 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 13053.27, ""country_b_net_revenue"": 15991.87, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 2938.6, ""currency"": ""GBP""}"
q_0036,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-07"", ""month_label"": ""July 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 15721.66, ""country_b_net_revenue"": 9888.99, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 5832.67, ""currency"": ""GBP""}","{""year_month"": ""2011-07"", ""month_label"": ""July 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 15721.66, ""country_b_net_revenue"": 9888.99, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 5832.67, ""currency"": ""GBP""}"
q_0037,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-08"", ""month_label"": ""August 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 19023.65, ""country_b_net_revenue"": 13789.26, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 5234.39, ""currency"": ""GBP""}","{""year_month"": ""2011-08"", ""month_label"": ""August 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 19023.65, ""country_b_net_revenue"": 13789.26, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 5234.39, ""currency"": ""GBP""}"
q_0038,dev,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-09"", ""month_label"": ""September 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 17708.56, ""country_b_net_revenue"": 23198.87, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 5490.31, ""currency"": ""GBP""}","{""year_month"": ""2011-09"", ""month_label"": ""September 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 17708.56, ""country_b_net_revenue"": 23198.87, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 5490.31, ""currency"": ""GBP""}"
q_0039,test,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-10"", ""month_label"": ""October 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 30604.27, ""country_b_net_revenue"": 25017.64, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 5586.63, ""currency"": ""GBP""}","{""year_month"": ""2011-10"", ""month_label"": ""October 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 30604.27, ""country_b_net_revenue"": 25017.64, ""higher_country"": ""Germany"", ""lower_country"": ""France"", ""revenue_delta"": 5586.63, ""currency"": ""GBP""}"
q_0040,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-11"", ""month_label"": ""November 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 25987.01, ""country_b_net_revenue"": 30638.12, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 4651.11, ""currency"": ""GBP""}","{""year_month"": ""2011-11"", ""month_label"": ""November 2011"", ""country_a"": ""Germany"", ""country_b"": ""France"", ""country_a_net_revenue"": 25987.01, ""country_b_net_revenue"": 30638.12, ""higher_country"": ""France"", ""lower_country"": ""Germany"", ""revenue_delta"": 4651.11, ""currency"": ""GBP""}"
q_0041,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-01"", ""month_label"": ""January 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 26611.16, ""country_b_net_revenue"": 21656.52, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 4954.64, ""currency"": ""GBP""}","{""year_month"": ""2011-01"", ""month_label"": ""January 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 26611.16, ""country_b_net_revenue"": 21656.52, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 4954.64, ""currency"": ""GBP""}"
q_0042,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-02"", ""month_label"": ""February 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 22932.11, ""country_b_net_revenue"": 9629.14, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 13302.97, ""currency"": ""GBP""}","{""year_month"": ""2011-02"", ""month_label"": ""February 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 22932.11, ""country_b_net_revenue"": 9629.14, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 13302.97, ""currency"": ""GBP""}"
q_0043,dev,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-03"", ""month_label"": ""March 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 22416.49, ""country_b_net_revenue"": 18783.23, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 3633.26, ""currency"": ""GBP""}","{""year_month"": ""2011-03"", ""month_label"": ""March 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 22416.49, ""country_b_net_revenue"": 18783.23, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 3633.26, ""currency"": ""GBP""}"
q_0044,test,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-04"", ""month_label"": ""April 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 2976.56, ""country_b_net_revenue"": 7570.5, ""higher_country"": ""EIRE"", ""lower_country"": ""Netherlands"", ""revenue_delta"": 4593.94, ""currency"": ""GBP""}","{""year_month"": ""2011-04"", ""month_label"": ""April 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 2976.56, ""country_b_net_revenue"": 7570.5, ""higher_country"": ""EIRE"", ""lower_country"": ""Netherlands"", ""revenue_delta"": 4593.94, ""currency"": ""GBP""}"
q_0045,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-05"", ""month_label"": ""May 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 29185.88, ""country_b_net_revenue"": 17916.31, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 11269.57, ""currency"": ""GBP""}","{""year_month"": ""2011-05"", ""month_label"": ""May 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 29185.88, ""country_b_net_revenue"": 17916.31, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 11269.57, ""currency"": ""GBP""}"
q_0046,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-06"", ""month_label"": ""June 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 26843.09, ""country_b_net_revenue"": 20090.25, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 6752.84, ""currency"": ""GBP""}","{""year_month"": ""2011-06"", ""month_label"": ""June 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 26843.09, ""country_b_net_revenue"": 20090.25, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 6752.84, ""currency"": ""GBP""}"
q_0047,train,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-07"", ""month_label"": ""July 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 26.02, ""country_b_net_revenue"": 42689.65, ""higher_country"": ""EIRE"", ""lower_country"": ""Netherlands"", ""revenue_delta"": 42663.63, ""currency"": ""GBP""}","{""year_month"": ""2011-07"", ""month_label"": ""July 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 26.02, ""country_b_net_revenue"": 42689.65, ""higher_country"": ""EIRE"", ""lower_country"": ""Netherlands"", ""revenue_delta"": 42663.63, ""currency"": ""GBP""}"
q_0048,dev,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-08"", ""month_label"": ""August 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 39655.81, ""country_b_net_revenue"": 12147.92, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 27507.89, ""currency"": ""GBP""}","{""year_month"": ""2011-08"", ""month_label"": ""August 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 39655.81, ""country_b_net_revenue"": 12147.92, ""higher_country"": ""Netherlands"", ""lower_country"": ""EIRE"", ""revenue_delta"": 27507.89, ""currency"": ""GBP""}"
q_0049,test,country_comparison_month,wording_only,False,False,False,True,[],"{""year_month"": ""2011-09"", ""month_label"": ""September 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 26937.26, ""country_b_net_revenue"": 42476.2, ""higher_country"": ""EIRE"", ""lower_country"": ""Netherlands"", ""revenue_delta"": 15538.94, ""currency"": ""GBP""}","{""year_month"": ""2011-09"", ""month_label"": ""September 2011"", ""country_a"": ""Netherlands"", ""country_b"": ""EIRE"", ""country_a_net_revenue"": 26937.26, ""country_b_net_revenue"": 42476.2, ""higher_country"": ""EIRE"", ""lower_country"": ""Netherlands"", ""revenue_delta"": 15538.94, ""currency"": ""GBP""}"
q_0050,train,monthly_revenue_change,wording_only,False,False,False,True,[],"{""previous_month"": ""2011-01"", ""current_month"": ""2011-02"", ""previous_month_label"": ""January 2011"", ""current_month_label"": ""February 2011"", ""previous_net_revenue"": 558448.56, ""current_net_revenue"": 497026.41, ""absolute_change"": -61422.15, ""percent_change"": -11.0, ""direction"": ""decrease"", ""currency"": ""GBP""}","{""previous_month"": ""2011-01"", ""current_month"": ""2011-02"", ""previous_month_label"": ""January 2011"", ""current_month_label"": ""February 2011"", ""previous_net_revenue"": 558448.56, ""current_net_revenue"": 497026.41, ""absolute_change"": -61422.15, ""percent_change"": -11.0, ""direction"": ""decrease"", ""currency"": ""GBP""}"
